--- Log started at Wed Apr 10 18:46:52 2013

000000.000|  211308.0000kb| 211308.0000kb added| ALWAYS| OS Version String: Microsoft Windows 7 Home Premium Edition Service Pack 1 (build 7601), 64-bit
000018.628|  308444.0000kb|     36.0000kb added|  ERROR| MyFMODFileOpenCallback: Failed to open Data\Sounds\FMOD\en_US/LoL_Audio_en_US.fev
000018.628|  308448.0000kb|      4.0000kb added|  ERROR| Manager::LoadEventFile(); attempting to load en_US/LoL_Audio_en_US.fev.  FMOD 23, File not found. 
000018.629|  308448.0000kb|      0.0000kb added|   WARN| AudioManager::LoadEventFile: Failed to load event file: en_US/LoL_Audio_en_US.fev
000018.790|  311808.0000kb|   3360.0000kb added| ALWAYS| LoLAudio::Load(): Successfully loaded default desired language locale: LoL_Audio_en_US.fev
000021.444|  412248.0000kb| 100440.0000kb added|   WARN| r3dTexture EX:  - not found. Dummy texture created.
000035.571|  478492.0000kb|  66244.0000kb added|  ERROR| Failed to load Behavior Tree Node Definition file: DATA\Summoner\SummonerBlockLibrary.xml!
000035.571|  478492.0000kb|      0.0000kb added|  ERROR| Failed to load Behavior Tree Node Definition file: DATA\Summoner\SummonerBlockLibraryClient.xml!
000035.571|  478492.0000kb|      0.0000kb added|  ERROR| Unable to load Behavior Tree metadata file: DATA\Summoner\SummonerBlockLibrary.xml. from group BehaviorTreeMetaData, using key 'BehaviorTreeMetaData' on map: Map1  Remaining Behavior Tree loading skipped!
000036.123|  481536.0000kb|   3044.0000kb added| ALWAYS| GameWorld.Update()
000036.137|  481540.0000kb|      4.0000kb added| ALWAYS| Begin Game Object Update
000037.104|  496208.0000kb|  14668.0000kb added| ALWAYS| End Game Object Update
000037.494|  498984.0000kb|   2776.0000kb added| ALWAYS| PreloadGlobalEffects()
000037.494|  498984.0000kb|      0.0000kb added| ALWAYS| PreloadGlobalEffects
000039.607|  534268.0000kb|  35284.0000kb added| ALWAYS| PreloadGlobalEffects Finished
000039.607|  534268.0000kb|      0.0000kb added| ALWAYS| PreloadGlobalBuffAssets()
000040.351|  538112.0000kb|   3844.0000kb added| ALWAYS| Preload Announcements
000040.756|  552604.0032kb|  14492.0000kb added| ALWAYS| ObjectManager_RegisterNetworkWorld()
000040.767|  552640.0000kb|     36.0000kb added| ALWAYS| FogOfWar::Init()
000040.775|  552764.0032kb|    124.0000kb added| ALWAYS| Gamma::CreateIAPI()
000040.781|  552848.0000kb|     84.0000kb added| ALWAYS| SimulationClock->Init()
000052.973|  702624.0000kb| 149776.0000kb added| ALWAYS| GAMESTATE_GAMELOOP PreRender
000052.974|  702660.0968kb|     36.0000kb added| ALWAYS| GAMESTATE_GAMELOOP Render
000053.989|  731508.0968kb|  28848.0000kb added| ALWAYS| GAMESTATE_GAMELOOP FlushText
000054.034|  739896.0000kb|   8388.0000kb added| ALWAYS| PKT_C2S_CharSelected sent
000054.034|  739896.0000kb|      0.0000kb added| ALWAYS| Start Main Loop
000054.055|  742660.0968kb|   2764.0000kb added| ALWAYS| Waiting for all players to connect
000054.055|  742660.0968kb|      0.0000kb added| ALWAYS| Waiting for all players to connect end
000055.328|  749844.0968kb|   7184.0000kb added| ALWAYS| PKT_S2C_StartSpawn
000055.328|  749844.0968kb|      0.0000kb added| ALWAYS| Creating Hero...
000055.430|  751600.0000kb|   1756.0000kb added| ALWAYS| Spawning champion (Kayle) with skinID 5 on team 100 for clientID 2 and summonername (Mnewton108) (is HUMAN PLAYER)
000055.430|  751600.0000kb|      0.0000kb added| ALWAYS| Hero Kayle(5) created for Mnewton108
000055.472|  752108.0032kb|    508.0000kb added| ALWAYS| Spawning heroes/minions
000055.747|  753884.0032kb|   1776.0000kb added| ALWAYS| Finished spawning heroes/minions
000056.111|  756256.0000kb|   2372.0000kb added| ALWAYS| Creating Hero...
000056.158|  756972.0032kb|    716.0000kb added| ALWAYS| Spawning champion (Akali) with skinID 2 on team 100 for clientID 0 and summonername (Squatch) (is HUMAN PLAYER)
000056.160|  757300.0968kb|    328.0000kb added| ALWAYS| Hero Akali(2) created for Squatch
000056.530|  759280.0000kb|   1980.0000kb added| ALWAYS| Creating Hero...
000056.547|  759912.0000kb|    632.0000kb added| ALWAYS| Spawning champion (Skarner) with skinID 0 on team 100 for clientID 4 and summonername (TylerJoker) (is HUMAN PLAYER)
000056.547|  759912.0000kb|      0.0000kb added| ALWAYS| Hero Skarner(0) created for TylerJoker
000056.547|  759912.0000kb|      0.0000kb added| ALWAYS| Creating Hero...
000056.606|  761000.0000kb|   1088.0000kb added| ALWAYS| Spawning champion (Ryze) with skinID 0 on team 100 for clientID 3 and summonername (Masterlinkxyz64) (is HUMAN PLAYER)
000056.606|  761000.0000kb|      0.0000kb added| ALWAYS| Hero Ryze(0) created for Masterlinkxyz64
000057.035|  764604.0032kb|   3604.0000kb added| ALWAYS| Creating Hero...
000057.046|  765100.0032kb|    496.0000kb added| ALWAYS| Spawning champion (Tristana) with skinID 1 on team 100 for clientID 1 and summonername (Space Traveler) (is HUMAN PLAYER)
000057.046|  765100.0032kb|      0.0000kb added| ALWAYS| Hero Tristana(1) created for Space Traveler
000057.046|  765100.0032kb|      0.0000kb added| ALWAYS| Creating Hero...
000058.396|  779120.0000kb|  14020.0000kb added| ALWAYS| Spawning champion (Ashe) with skinID 0 on team 200 for clientID -1 and summonername (Ashe Bot) (is BOT AI)
000058.396|  779120.0000kb|      0.0000kb added| ALWAYS| Hero Ashe(0) created for Ashe Bot
000058.518|  779764.0968kb|    644.0000kb added|  ERROR| Failed to load mesh file name<wraith_hit.sco>.
000058.801|  780352.0000kb|    588.0000kb added| ALWAYS| Creating Hero...
000059.425|  782068.0968kb|   1716.0000kb added| ALWAYS| Spawning champion (Nunu) with skinID 0 on team 200 for clientID -1 and summonername (Nunu Bot) (is BOT AI)
000059.425|  782068.0968kb|      0.0000kb added| ALWAYS| Hero Nunu(0) created for Nunu Bot
000059.425|  782068.0968kb|      0.0000kb added|   WARN| r3dTexture EX:  - not found. Dummy texture created.
000059.557|  782424.0000kb|    356.0000kb added| ALWAYS| Creating Hero...
000059.558|  782424.0000kb|      0.0000kb added| ALWAYS| Spawning champion (Ryze) with skinID 0 on team 200 for clientID -1 and summonername (Ryze Bot) (is BOT AI)
000059.558|  782424.0000kb|      0.0000kb added| ALWAYS| Hero Ryze(0) created for Ryze Bot
000059.562|  782428.0032kb|      4.0000kb added| ALWAYS| Creating Hero...
000060.877|  791140.0968kb|   8712.0000kb added| ALWAYS| Spawning champion (Sona) with skinID 0 on team 200 for clientID -1 and summonername (Sona Bot) (is BOT AI)
000060.878|  791140.0968kb|      0.0000kb added| ALWAYS| Hero Sona(0) created for Sona Bot
000061.165|  791940.0968kb|    800.0000kb added| ALWAYS| Creating Hero...
000061.815|  796880.0000kb|   4940.0000kb added| ALWAYS| Spawning champion (Shen) with skinID 0 on team 200 for clientID -1 and summonername (Shen Bot) (is BOT AI)
000061.815|  796880.0000kb|      0.0000kb added| ALWAYS| Hero Shen(0) created for Shen Bot
000062.505|  807900.0032kb|  11020.0000kb added| ALWAYS| PKT_S2C_EndSpawn
000063.139|  814656.0000kb|   6756.0000kb added| ALWAYS| PKT_StartGame
000065.355|  855928.0000kb|  41272.0000kb added| ALWAYS| PKT_StartGame Finished proccessing
000065.431|  857296.0000kb|   1368.0000kb added| ALWAYS| GAMESTATE_GAMELOOP Begin
000065.431|  857296.0000kb|      0.0000kb added| ALWAYS| GAMESTATE_GAMELOOP Update World
000065.433|  857296.0000kb|      0.0000kb added| ALWAYS| GAMESTATE_GAMELOOP GUIMenuProcess
000065.433|  857296.0000kb|      0.0000kb added| ALWAYS| GAMESTATE_GAMELOOP HUDProcess
000065.433|  857304.0000kb|      8.0000kb added| ALWAYS| GAMESTATE_GAMELOOP Particle Simulation
000065.433|  857304.0000kb|      0.0000kb added| ALWAYS| GAMESTATE_GAMELOOP FOWUpdate
000065.437|  857624.0000kb|    320.0000kb added| ALWAYS| GAMESTATE_GAMELOOP UpdateVis
000065.441|  857784.0000kb|    160.0000kb added| ALWAYS| GAMESTATE_GAMELOOP PreRender
000065.441|  857784.0000kb|      0.0000kb added| ALWAYS| GAMESTATE_GAMELOOP Render
000065.522|  864128.0000kb|   6344.0000kb added| ALWAYS| GAMESTATE_GAMELOOP PostProcess
000065.522|  864244.0968kb|    116.0000kb added| ALWAYS| GAMESTATE_GAMELOOP ApplyGamma
000065.525|  864472.0000kb|    228.0000kb added| ALWAYS| GAMESTATE_GAMELOOP HUDDraw
000065.549|  866380.0032kb|   1908.0000kb added| ALWAYS| GAMESTATE_GAMELOOP GUIMenuDraw
000066.410|  911832.0000kb|  45452.0000kb added| ALWAYS| GAMESTATE_GAMELOOP DrawSysInfo
000066.410|  911832.0000kb|      0.0000kb added| ALWAYS| GAMESTATE_GAMELOOP MCommandDraw
000066.410|  911832.0000kb|      0.0000kb added| ALWAYS| GAMESTATE_GAMELOOP FlushText
000066.410|  911832.0000kb|      0.0000kb added| ALWAYS| GAMESTATE_GAMELOOP AudioUpdate
000066.410|  911840.0000kb|      8.0000kb added| ALWAYS| GAMESTATE_GAMELOOP EndRender & EndFrame
000066.416|  897704.0000kb| -14136.0000kb added| ALWAYS| GAMESTATE_GAMELOOP End
000067.013|  926312.0000kb|  28608.0000kb added|  ERROR| Failed to load spell ini or script: "furyblade"
000072.726|  825064.0000kb| -101248.0000kb added| ALWAYS| r3dRenderLayer::RecreateOwnedResources
000080.432|  937456.0000kb| 112392.0000kb added|   WARN| A HUD event is being identified in a deprecated way: scn1_btn_3
000086.193|  958340.0968kb|  20884.0000kb added|   WARN| A HUD event is being identified in a deprecated way: Generic/button_click
000086.277|  958340.0968kb|      0.0000kb added|   WARN| A HUD event is being identified in a deprecated way: Generic/button_release
000092.008|  966676.0968kb|   8336.0000kb added|   WARN| A HUD event is being identified in a deprecated way: Generic/button_click
000092.074|  966676.0968kb|      0.0000kb added|   WARN| A HUD event is being identified in a deprecated way: Generic/button_release
000109.167|  951716.0968kb| -14960.0000kb added|   WARN| A HUD event is being identified in a deprecated way: Generic/button_click
000109.250|  951716.0968kb|      0.0000kb added|   WARN| A HUD event is being identified in a deprecated way: Generic/button_release
000109.319|  951748.0968kb|     32.0000kb added|   WARN| A HUD event is being identified in a deprecated way: Generic/button_click
000109.434|  960212.0968kb|   8464.0000kb added|   WARN| A HUD event is being identified in a deprecated way: Generic/button_release
000109.503|  960236.0032kb|     24.0000kb added|   WARN| A HUD event is being identified in a deprecated way: Generic/button_click
000109.567|  960236.0032kb|      0.0000kb added|   WARN| A HUD event is being identified in a deprecated way: Generic/button_release
000110.383|  960248.0000kb|     12.0000kb added|   WARN| A HUD event is being identified in a deprecated way: Generic/button_click
000110.467|  960248.0000kb|      0.0000kb added|   WARN| A HUD event is being identified in a deprecated way: Generic/button_release
000135.325|  839572.0968kb| -120676.0000kb added| ALWAYS| r3dRenderLayer::RecreateOwnedResources
000158.840|  846732.0032kb|   7160.0000kb added| ALWAYS| r3dRenderLayer::RecreateOwnedResources
000228.372|  977180.0032kb| 130448.0000kb added|   WARN| character Nunu does not have animation 'NONE' (spell 'Recall')
000233.107|  978324.0968kb|   1144.0000kb added|   WARN| A HUD event is being identified in a deprecated way: scn1_btn_3
000250.722|  862268.0032kb| -116056.0000kb added| ALWAYS| r3dRenderLayer::RecreateOwnedResources
000278.328|  872440.0000kb|  10172.0000kb added| ALWAYS| r3dRenderLayer::RecreateOwnedResources
000288.029|  991940.0968kb| 119500.0000kb added|   WARN| A HUD event is being identified in a deprecated way: scn1_btn_3
000306.460| 1011996.0032kb|  20056.0000kb added|   WARN| Attempting to begin unprepared MusicCue (cueID: 41).  For better performance call PrepareMusicCue() before calling Begin() on this cue.
000338.215| 1009964.0032kb|  -2032.0000kb added|   WARN| A HUD event is being identified in a deprecated way: scn1_btn_3
000363.592|  887992.0000kb| -121972.0000kb added| ALWAYS| r3dRenderLayer::RecreateOwnedResources
000374.662| 1006340.0968kb| 118348.0000kb added|   WARN| A HUD event is being identified in a deprecated way: Generic/button_click
000374.746| 1006340.0968kb|      0.0000kb added|   WARN| A HUD event is being identified in a deprecated way: Generic/button_release
000389.983|  888764.0032kb| -117576.0000kb added| ALWAYS| r3dRenderLayer::RecreateOwnedResources
000445.740| 1010500.0968kb| 121736.0000kb added|   WARN| A HUD event is being identified in a deprecated way: scn1_btn_3
000503.097| 1036200.0000kb|  25700.0000kb added|   WARN| character Nunu does not have animation 'NONE' (spell 'Recall')
000511.791| 1035532.0032kb|   -668.0000kb added|   WARN| A HUD event is being identified in a deprecated way: Generic/button_click
000511.891| 1035532.0032kb|      0.0000kb added|   WARN| A HUD event is being identified in a deprecated way: Generic/button_release
000523.948|  904652.0032kb| -130880.0000kb added| ALWAYS| r3dRenderLayer::RecreateOwnedResources
000556.995| 1024128.0000kb| 119476.0000kb added|   WARN| Attempting to begin unprepared MusicCue (cueID: 36).  For better performance call PrepareMusicCue() before calling Begin() on this cue.
000564.986| 1024164.0968kb|     36.0000kb added|   WARN| A HUD event is being identified in a deprecated way: scn1_btn_3
000609.189| 1037328.0000kb|  13164.0000kb added|   WARN|  >>> TalentHashMap::HashToName - Match not found for hash 0a614392
000609.189| 1037328.0000kb|      0.0000kb added|   WARN|  >>> TalentHashMap::HashToName - Match not found for hash 0a614392
000609.189| 1037328.0000kb|      0.0000kb added|   WARN|  >>> TalentHashMap::HashToName - Match not found for hash 0a614392
000609.189| 1037328.0000kb|      0.0000kb added| ALWAYS| The Killer was: Tower
000609.189| 1037328.0000kb|      0.0000kb added| ALWAYS| HEALS
000609.189| 1037328.0000kb|      0.0000kb added| ALWAYS|   Squatch applied amount 0 with abilities [ZyraQFissure|amount:0|priority:174][AkaliSmokeBomb|amount:0|priority:19][MasteryInitiator|amount:0|priority:0][AkaliShadowSwipe|amount:0|priority:0][game_item_displayname_3145|amount:0|priority:0][AkaliMota|amount:0|priority:0][AkaliShadowDance|amount:0|priority:0]
000609.189| 1037328.0000kb|      0.0000kb added| ALWAYS| DAMAGE
000609.189| 1037328.0000kb|      0.0000kb added| ALWAYS|   Minion applied amount 440.208 with abilities [_BasicAttack|amount:440.208|priority:440]
000609.189| 1037328.0000kb|      0.0000kb added| ALWAYS|   Tower applied amount 135.948 with abilities [_BasicAttack|amount:135.948|priority:135]
000623.281| 1059388.0032kb|  22060.0000kb added|   WARN| A HUD event is being identified in a deprecated way: Generic/button_click
000623.347| 1059388.0032kb|      0.0000kb added|   WARN| A HUD event is being identified in a deprecated way: Generic/button_release
000684.246| 1068496.0000kb|   9108.0000kb added|   WARN| A HUD event is being identified in a deprecated way: scn1_btn_3
000704.930| 1068956.0032kb|    460.0000kb added|   WARN| A HUD event is being identified in a deprecated way: scn1_btn_3
000762.511| 1070488.0000kb|   1532.0000kb added|   WARN|  >>> TalentHashMap::HashToName - Match not found for hash 0a614392
000762.511| 1070488.0000kb|      0.0000kb added|   WARN|  >>> TalentHashMap::HashToName - Match not found for hash 0a614392
000762.511| 1070488.0000kb|      0.0000kb added|   WARN|  >>> TalentHashMap::HashToName - Match not found for hash 0a614392
000762.512| 1070488.0000kb|      0.0000kb added| ALWAYS| The Killer was: Shen Bot
000762.512| 1070488.0000kb|      0.0000kb added| ALWAYS| HEALS
000762.512| 1070488.0000kb|      0.0000kb added| ALWAYS|   Squatch applied amount 0 with abilities [ZyraQFissure|amount:0|priority:198][AkaliSmokeBomb|amount:0|priority:22][AkaliShadowDance|amount:0|priority:8][SummonerDot|amount:0|priority:8][SonaSongPCDeathRecapFix|amount:0|priority:8][MasteryInitiator|amount:0|priority:0][AkaliShadowSwipe|amount:0|priority:0][AkaliMota|amount:0|priority:0][game_item_displayname_3145|amount:0|priority:0]
000762.512| 1070488.0000kb|      0.0000kb added| ALWAYS| DAMAGE
000762.512| 1070488.0000kb|      0.0000kb added| ALWAYS|   Sona Bot applied amount 403.74 with abilities [SonaCrescendo|amount:129.429|priority:137][SonaBasicAttack|amount:170.526|priority:95][SonaHymnofValor|amount:55.2143|priority:63][SonaSongPCDeathRecapFix|amount:48.5714|priority:56]
000762.512| 1070488.0000kb|      0.0000kb added| ALWAYS|   Shen Bot applied amount 344.495 with abilities [ShenShadowDash|amount:112.143|priority:206][ShenKiAttack|amount:117.08|priority:117][_BasicAttack|amount:72.7943|priority:72][ShenVorpalStar|amount:42.4779|priority:42]
000762.512| 1070488.0000kb|      0.0000kb added| ALWAYS|   Nunu Bot applied amount 302.857 with abilities [IceBlast|amount:302.857|priority:312]
000762.512| 1070488.0000kb|      0.0000kb added| ALWAYS|   Tower applied amount 139.487 with abilities [_BasicAttack|amount:139.487|priority:139]
000762.512| 1070488.0000kb|      0.0000kb added| ALWAYS|   Minion applied amount 75.373 with abilities [_BasicAttack|amount:75.373|priority:75]
000767.548| 1070636.0032kb|    148.0000kb added|   WARN| A HUD event is being identified in a deprecated way: scn1_btn_3
